identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;localite;dept;pays;latitude;longitude;wgs84;Coeff_Total
14220A;PARIS VOLONTAIRES/FRANCOIS BONVIN;Bureau de poste;204 RUE DE VAUGIRARD;20 30 RUE COPREAU;;75015;PARIS;75;FRANCE;48.8413;2.30702;48.8413, 2.30702;1,382794774
14280A;PARIS AUTEUIL / LA FONTAINE;Bureau de poste;46 RUE POUSSIN;;;75016;PARIS;75;FRANCE;48.8485;2.26168;48.8485, 2.26168;1,374969647
14344A;PARIS LA FONTAINE BP;Bureau de poste;3 RUE JEAN DE LAFONTAINE;;;75016;PARIS;75;FRANCE;48.8526;2.27537;48.8526, 2.27537;1,387938686
14237A;PARIS 17 WAGRAM;Bureau de poste;108 AVENUE DE WAGRAM;;;75017;PARIS;75;FRANCE;48.8834;2.30212;48.8834, 2.30212;1,357107083
14288A;PARIS GRANDE ARMEE;Bureau de poste;58 AVENUE DE LA GRANDE ARMEE;;;75017;PARIS;75;FRANCE;48.8768;2.28646;48.8768, 2.28646;1,378019566
14362A;PARIS GOUVION SAINT CYR;Bureau de poste;79 RUE BAYEN;;;75017;PARIS;75;FRANCE;48.8841;2.28929;48.8841, 2.28929;1,389495403
14389A;PARIS PORTE D'AUBERVILLIERS BP;Bureau de poste;5 AV DE LA PORTE D AUBERVILLIERS;;;75018;PARIS;75;FRANCE;48.8994;2.37018;48.8994, 2.37018;1,353117033
50155A;PARIS NEY BP;Bureau de poste;113 BOULEVARD NEY;;;75018;PARIS;75;FRANCE;48.8976;2.33492;48.8976, 2.33492;1,386655208
14239A;PARIS BUTTES CHAUMONT;Bureau de poste;2 RUE GOUBET;;;75019;PARIS;75;FRANCE;48.8844;2.39024;48.8844, 2.39024;1,369926911
14302A;PARIS ORGUES DE FLANDRE;Bureau de poste;67 AVENUE DE FLANDRE;;;75019;PARIS;75;FRANCE;48.8887;2.37406;48.8887, 2.37406;1,371148145
14324A;PARIS PARC DE LA VILLETTE;Bureau de poste;3 AV DU NOUVEAU CONSERVATOIRE;;;75019;PARIS;75;FRANCE;48.8884;2.39044;48.8884, 2.39044;1,365880595
14874A;MELUN BP;Bureau de poste;24 RUE COLONEL PICOT;;;77000;MELUN;77;FRANCE;48.5496;2.65599;48.5496, 2.65599;1,390881283
14880A;MEAUX DUNANT BP;Bureau de poste;22 AVENUE HENRI DUNANT;;;77100;MEAUX;77;FRANCE;48.949422;2.893921;48.949422, 2.893921;1,358068533
14727A;GOUAIX AP;Agence postale commnunale;AVENUE DE LA GARE;MAIRIE;;77114;GOUAIX;77;FRANCE;48.4809;3.2938;48.4809, 3.2938;1,378516189
14824A;SIVRY COURTRY AP;Agence postale commnunale;RUE DE LA MAIRIE;MAIRIE;SIVRY COURTRY;77115;BLANDY;77;FRANCE;48.5275;2.75427;48.5275, 2.75427;1,377811728
14773A;MONTHYON BP;Bureau de poste;2 RUE DES MOULINS;;;77122;MONTHYON;77;FRANCE;49.0087;2.82637;49.0087, 2.82637;1,383988044
14661A;CANNES ECLUSES AP;Agence postale commnunale;42 RUE DESIRE THOISON;;;77130;CANNES ECLUSE;77;FRANCE;48.365131;2.983207;48.365131, 2.983207;1,393685339
14759A;MAROLLES SUR SEINE BP;Bureau de poste;25 GRANDE RUE;;;77130;MAROLLES SUR SEINE;77;FRANCE;48.3867;3.03598;48.3867, 3.03598;1,392125911
19155B;AGENCE POSTALE DE MISY SUR YONNE AP;Agence postale commnunale;2 RUE GRANDE;;;77130;MISY SUR YONNE;77;FRANCE;48.3598189;3.0897105;48.3598189, 3.0897105;1,381868104
14789A;LES ORMES SUR VOULZIE AP;Agence postale commnunale;1 RUE GRANDE;;;77134;LES ORMES SUR VOULZIE;77;FRANCE;48.4647;3.23073;48.4647, 3.23073;1,383457992
14681A;CHENOISE BP;Bureau de poste;2 RUE DE LA FORET;;;77160;CHENOISE;77;FRANCE;48.6159;3.19488;48.6159, 3.19488;1,355798193
14816A;SAINT SOUPPLETS;Bureau de poste;32 RUE DU GENERAL MAUNOURY;;;77165;ST SOUPPLETS;77;FRANCE;49.04;2.80789;49.04, 2.80789;1,356237372
14713A;EVRY GREGY SUR YERRES AP;Agence postale commnunale;7 ALLEE DU CHATEAU;;;77166;EVRY GREGY SUR YERRE;77;FRANCE;48.6526;2.63284;48.6526, 2.63284;1,39485395
14731A;GRISY SUISNES BP;Bureau de poste;4 RUE DES FLEURS;;;77166;GRISY SUISNES;77;FRANCE;48.686173;2.667001;48.686173, 2.667001;1,386069475
14815A;SAINT SIMEON AP;Relais poste commerçant;21 PLACE DE LA MAIRIE;LE PETIT BAR;;77169;ST SIMEON;77;FRANCE;48.7982;3.20233;48.7982, 3.20233;1,362405686
14752A;LOGNES;Bureau de poste;4 MAIL GASTON PLANTE;;;77185;LOGNES;77;FRANCE;48.8412;2.63114;48.8412, 2.63114;1,392801522
14873A;AVON AP;Relais poste commerçant;32 RUE REMY DUMONCEL;LIBRAIRIE PATRICIA BOURDIN;;77210;AVON;77;FRANCE;48.4043;2.72074;48.4043, 2.72074;1,368442034
14820A;SAMOREAU AP;Agence postale commnunale;24 RUE DU HAUT SAMOREAU;;;77210;SAMOREAU;77;FRANCE;48.425406;2.756249;48.425406, 2.756249;1,396974575
14833A;TOURNAN EN BRIE;Bureau de poste;62 RUE DE PROVINS;;;77220;TOURNAN EN BRIE;77;FRANCE;48.7386;2.76822;48.7386, 2.76822;1,379053862
14742A;JUILLY BP;Bureau de poste;27 RUE PIERRE LOYER;;;77230;JUILLY;77;FRANCE;49.0141;2.70514;49.0141, 2.70514;1,373379128
14847A;VERT SAINT DENIS BP;Bureau de poste;PLACE DU GRAND VILLAGE;;;77240;VERT ST DENIS;77;FRANCE;48.564961;2.611206;48.564961, 2.611206;1,384799851
14718A;LA FERTE SOUS JOUARRE;Bureau de poste;4 RUE GAMBETTA;;;77260;LA FERTE SOUS JOUARRE;77;FRANCE;48.947118;3.127697;48.947118, 3.127697;1,375487702
67056A;ST FARGEAU PONTHIERRY AP;Relais poste commerçant;1 RUE ABEL REMUSAT;BAR DE M BRIMANT;;77310;ST FARGEAU PONTHIERRY;77;FRANCE;48.5539;2.5271;48.5539, 2.5271;1,397186044
14685A;CHOISY EN BRIE BP;Bureau de poste;53 RUE GRANDE;;;77320;CHOISY EN BRIE;77;FRANCE;48.7593;3.21375;48.7593, 3.21375;1,391879009
14887A;COMBS LA VILLE REPUBLIQUE BP;Bureau de poste;32 AVENUE DE LA REPUBLIQUE;;;77380;COMBS LA VILLE;77;FRANCE;48.6661;2.55263;48.6661, 2.55263;1,357428704
14817A;SAINT THIBAULT DES VIGNES BP;Bureau de poste;1 RUE DE TORCY;;;77400;ST THIBAULT DES VIGNES;77;FRANCE;48.868678;2.687182;48.868678, 2.687182;1,36109687
14670A;CHARNY BP;Bureau de poste;25 RUE VIGNE CROIX;;;77410;CHARNY;77;FRANCE;48.9702;2.76083;48.9702, 2.76083;1,38366373
14765A;MESSY BP;Bureau de poste;24 RUE DE MOULIGNON;;;77410;MESSY;77;FRANCE;48.9672;2.69794;48.9672, 2.69794;1,357096267
14737A;ISLES LES MELDEUSES BP;Bureau de poste;10 RUE DE LA GARE;;;77440;ISLES LES MELDEUSES;77;FRANCE;48.9984;3.00657;48.9984, 3.00657;1,373283075
14710A;ESBLY;Bureau de poste;1 RUE LEO LAGRANGE;;;77450;ESBLY;77;FRANCE;48.90008;2.810561;48.90008, 2.810561;1,395177054
14680A;CHELLES PRINCIPAL;Bureau de poste;5 AVENUE DE LA RESISTANCE;;;77500;CHELLES;77;FRANCE;48.8784;2.58745;48.8784, 2.58745;1,355758768
14852A;VILLENEUVE SUR BELLOT BP;Bureau de poste;12 PLACE CONSTANT GALLOT;;;77510;VILLENEUVE SUR BELLOT;77;FRANCE;48.862;3.34098;48.862, 3.34098;1,371143693
14694A;COURPALAY AP;Relais poste commerçant;7 RUE LAFAYETTE;AUBERGE LE GUESCLIN;;77540;COURPALAY;77;FRANCE;48.649;2.95762;48.649, 2.95762;1,380916548
14856A;VILLIERS ST GEORGES BP;Bureau de poste;3 PLACE DE LA MAIRIE;;;77560;VILLIERS ST GEORGES;77;FRANCE;48.65;3.40692;48.65, 3.40692;1,392995496
14672A;CHATEAU LANDON BP;Bureau de poste;PLACE DE VERDUN;;;77570;CHATEAU LANDON;77;FRANCE;48.1482;2.6967;48.1482, 2.6967;1,393014845
14696A;CRECY LA CHAPELLE BP;Bureau de poste;2 RUE DE BOULEURS;;;77580;CRECY LA CHAPELLE;77;FRANCE;48.8585;2.90729;48.8585, 2.90729;1,373913877
14732A;GUERARD BP;Bureau de poste;22 GRANDE RUE;;;77580;GUERARD;77;FRANCE;48.82425;2.957178;48.82425, 2.957178;1,362370125
14648A;BARBIZON BP;Bureau de poste;20 GRANDE RUE;;;77630;BARBIZON;77;FRANCE;48.443988;2.609406;48.443988, 2.609406;1,365677112
14846A;VERNOU LA CELLE AP;Agence postale commnunale;RUE DE LA MAIRIE;;;77670;VERNOU LA CELLE SUR SEINE;77;FRANCE;48.3872;2.84372;48.3872, 2.84372;1,357979755
14775A;MONTIGNY SUR LOING BP;Bureau de poste;PLACE DE LA MAIRIE;;;77690;MONTIGNY SUR LOING;77;FRANCE;48.335853;2.74416;48.335853, 2.74416;1,36303689
14870A;CHESSY AP;Agence postale commnunale;5 PLACE DE L EGLISE;;;77700;CHESSY;77;FRANCE;48.879598;2.764767;48.879598, 2.764767;1,379376933
15044A;LA CELLE ST CLOUD JONCHERE BP;Bureau de poste;18 AVENUE DE LA JONCHERE;CENTRE COMMERCIAL ELYSEES II;;78170;LA CELLE ST CLOUD;78;FRANCE;48.8597;2.14861;48.8597, 2.14861;1,35441664
15060A;LA CELLE ST CLOUD BENDERN BP;Bureau de poste;5 PLACE DU COMTE DE BENDERN;;;78170;LA CELLE ST CLOUD;78;FRANCE;48.840991;2.124707;48.840991, 2.124707;1,387371535
14894A;MONTIGNY PLAN DE TROUX BP;Bureau de poste;67 BOULEVARD VAUBAN;;;78180;MONTIGNY LE BRETONNEUX;78;FRANCE;48.7806;2.04102;48.7806, 2.04102;1,362133411
14893A;MANTES LA JOLIE GASSICOURT BP;Bureau de poste;RUE PAUL BERT;;;78200;MANTES LA JOLIE;78;FRANCE;48.9975;1.70185;48.9975, 1.70185;1,394423469
15033A;VIROFLAY BP;Bureau de poste;2 RUE PIERRE BROSSOLETTE;;;78220;VIROFLAY;78;FRANCE;48.8042;2.17371;48.8042, 2.17371;1,352006286
14925A;CHAMBOURCY BP;Bureau de poste;8 RUE CHAUDE;;;78240;CHAMBOURCY;78;FRANCE;48.9064;2.03904;48.9064, 2.03904;1,393907466
15070A;MEULAN PARADIS BP;Bureau de poste;6 RUE DE LA FERME DU PARADIS;;;78250;MEULAN;78;FRANCE;49.012;1.91766;49.012, 1.91766;1,351963213
14948A;FONTENAY LE FLEURY BP;Bureau de poste;AVENUE VOLTAIRE;;;78330;FONTENAY LE FLEURY;78;FRANCE;48.8107;2.0443;48.8107, 2.0443;1,380924317
14964A;JOUY EN JOSAS BP;Bureau de poste;1 RUE DU TEMPLE;;;78350;JOUY EN JOSAS;78;FRANCE;48.7653;2.16442;48.7653, 2.16442;1,36118352
14987A;MONTESSON;Bureau de poste;2 PLACE PAUL DEMANGE;ZAC DU CENTRE VILLE;;78360;MONTESSON;78;FRANCE;48.9074;2.15055;48.9074, 2.15055;1,378538753
15045A;AUBERGENVILLE BP;Bureau de poste;CENTRE ADMINISTRATIF ELISABETHVI;;;78410;AUBERGENVILLE;78;FRANCE;48.9722;1.84564;48.9722, 1.84564;1,388310466
14918A;BRUEIL EN VEXIN AP;Agence postale commnunale;1 RUE DE LA POSTE;;;78440;BRUEIL EN VEXIN;78;FRANCE;49.032;1.818;49.032, 1.818;1,35050481
15032A;VILLEPREUX BP;Bureau de poste;2 AVENUE DU TOURNE ROUE;;;78450;VILLEPREUX;78;FRANCE;48.8293;1.99452;48.8293, 1.99452;1,355423222
14979A;MAULE BP;Bureau de poste;14 RUE DE MAREIL;;;78580;MAULE;78;FRANCE;48.907471;1.852199;48.907471, 1.852199;1,375256373
14994A;NOISY LE ROI;Bureau de poste;2 AVENUE REGNAULT;;;78590;NOISY LE ROI;78;FRANCE;48.843074;2.066503;48.843074, 2.066503;1,355062457
15012A;SAINT LEGER EN YVELINES AP;Agence postale commnunale;RUE DE LA MAIRIE;;;78610;ST LEGER EN YVELINES;78;FRANCE;48.7216;1.76528;48.7216, 1.76528;1,360229806
14945A;L ETANG LA VILLE BP;Bureau de poste;24 RUE JEAN MERMOZ;;;78620;L ETANG LA VILLE;78;FRANCE;48.8692;2.07168;48.8692, 2.07168;1,358951679
15008A;ROSNY SUR SEINE BP;Bureau de poste;60 RUE NATIONALE;;;78710;ROSNY SUR SEINE;78;FRANCE;49.001042;1.632532;49.001042, 1.632532;1,353826488
15020A;THOIRY BP;Bureau de poste;5 PLACE DE L ECU;;;78770;THOIRY;78;FRANCE;48.865258;1.793113;48.865258, 1.793113;1,381111477
14897A;ARNOUVILLE LES MANTES BP;Bureau de poste;PLACE DE L EGLISE;;;78790;ARNOUVILLE LES MANTES;78;FRANCE;48.9108;1.73055;48.9108, 1.73055;1,371279618
14902A;BAILLY BP;Bureau de poste;1 RUE DES CHENES;;;78870;BAILLY;78;FRANCE;48.839124;2.079356;48.839124, 2.079356;1,362004154
15018A;TACOIGNIERES AP;Agence postale commnunale;1 RUE CLOS DE L ISLE;;;78910;TACOIGNIERES;78;FRANCE;48.8358;1.67456;48.8358, 1.67456;1,353000281
14953A;GAMBAIS AP;Agence postale commnunale;ROUTE DE BOURDONNE;;;78950;GAMBAIS;78;FRANCE;48.7743;1.67336;48.7743, 1.67336;1,362265745
16913A;EVRY HOTEL DE VILLE BP;Bureau de poste;48 BOULEVARD DES COQUIBUS;;;91000;EVRY;91;FRANCE;48.6249;2.4298;48.6249, 2.4298;1,351475928
17017A;EVRY LES AUNETTES BP;Bureau de poste;38 PLACE DES AUNETTES;;;91000;EVRY;91;FRANCE;48.6187;2.43296;48.6187, 2.43296;1,35955233
16961A;LISSES BP;Bureau de poste;MAIL DE L ILE DE FRANCE;CENTRE COMMERCIAL DU LONG RAYAGE;;91090;LISSES;91;FRANCE;48.6124;2.4172;48.6124, 2.4172;1,359600901
17003A;VILLABE AP;Agence postale commnunale;13 AVENUE DU 8 MAI 1945;;;91100;VILLABE;91;FRANCE;48.5885;2.45415;48.5885, 2.45415;1,35818927
17039A;RIS ORANGIS ALBERT REMY BP;Bureau de poste;50 RUE EDMOND BONTE;;;91130;RIS ORANGIS;91;FRANCE;48.6567;2.40967;48.6567, 2.40967;1,356927977
17032A;ETAMPES A AP;Agence postale commnunale;84 RUE SAINT MARTIN;;;91150;ETAMPES;91;FRANCE;48.4269;2.13945;48.4269, 2.13945;1,381553347
17051A;ETAMPES GUINETTE BP;Bureau de poste;AVENUE DES MEUNIERS;;;91150;ETAMPES;91;FRANCE;48.435;2.14228;48.435, 2.14228;1,380930018
16994A;SAULX LES CHARTREUX BP;Bureau de poste;3 RUE DE LA DIVISION LECLERC;;;91160;SAULX LES CHARTREUX;91;FRANCE;48.6932;2.2708;48.6932, 2.2708;1,399708651
17007A;VIRY CHATILLON HOTEL DE VILLE;Bureau de poste;12 RUE HENRI BARBUSSE;;;91170;VIRY CHATILLON;91;FRANCE;48.6724;2.37542;48.6724, 2.37542;1,36676561
17036A;ATHIS MONS NOYER RENARD BP;Bureau de poste;RUE DES FROIDES BOUILLIES;;;91200;ATHIS MONS;91;FRANCE;48.7055;2.36417;48.7055, 2.36417;1,387462565
16980A;LE PLESSIS PATE AP;Agence postale commnunale;CCAL LES ARCADES DU CLOS;;;91220;LE PLESSIS PATE;91;FRANCE;48.6114;2.3248;48.6114, 2.3248;1,368245328
16988A;SAINT GERMAIN LES CORBEIL;Bureau de poste;1 RUE DE LA TUILERIE;;;91250;ST GERMAIN LES CORBEIL;91;FRANCE;48.6199;2.48994;48.6199, 2.48994;1,367623303
72726A;VIGNEUX ANATOLE FRANCE AP;Agence postale commnunale;3 PLACE ANATOLE FRANCE;MAIRIE QUARTIER ANATOLE FRANCE;;91270;VIGNEUX SUR SEINE;91;FRANCE;48.6975;2.43141;48.6975, 2.43141;1,370700762
16990A;ST PIERRE DU PERRAY BP;Bureau de poste;40 AVENUE COLETTE;;;91280;ST PIERRE DU PERRAY;91;FRANCE;48.6151;2.50446;48.6151, 2.50446;1,382901056
88509A;MASSY VILMORIN RPC AP;Agence postale commnunale;PLACE UNION EUROPEENNE;DELPHI MAISON DE LA PRESSE;;91300;MASSY;91;FRANCE;48.7272;2.25634;48.7272, 2.25634;1,36671083
17009A;YERRES;Bureau de poste;40 RUE CHARLES DE GAULLE;;;91330;YERRES;91;FRANCE;48.7163;2.49033;48.7163, 2.49033;1,350221126
17054A;GRIGNY LA GRANDE BORNE BP;Bureau de poste;17 PLACE AUX HERBES;;;91350;GRIGNY;91;FRANCE;48.654;2.37298;48.654, 2.37298;1,392873361
16937A;CHILLY MAZARIN;Bureau de poste;12 AVENUE MAZARIN;;;91380;CHILLY MAZARIN;91;FRANCE;48.7035;2.31909;48.7035, 2.31909;1,389584809
16997A;SOISY SUR SEINE BP;Bureau de poste;17 RUE DE L OISEAU;;;91450;SOISY SUR SEINE;91;FRANCE;48.6493;2.45078;48.6493, 2.45078;1,351351079
16933A;CERNY AP;Agence postale commnunale;8 RUE DUGOMMIER;;;91590;CERNY;91;FRANCE;48.476172;2.329627;48.476172, 2.329627;1,350231161
17034A;SAVIGNY GRANDE RUE BP;Bureau de poste;8 GRANDE RUE;;;91600;SAVIGNY SUR ORGE;91;FRANCE;48.6763;2.3547;48.6763, 2.3547;1,378306858
16912A;BALLANCOURT SUR ESSONNE;Bureau de poste;22 RUE DE L AUNETTE;;;91610;BALLANCOURT SUR ESSONNE;91;FRANCE;48.526958;2.380171;48.526958, 2.380171;1,394205096
16928A;BREUILLET BP;Bureau de poste;6 RUE DE LA TOURNEE;;;91650;BREUILLET;91;FRANCE;48.567;2.17006;48.567, 2.17006;1,383276077
16931A;BRUYERES LE CHATEL BP;Bureau de poste;52 RUE DU PRE D ARNY;;;91680;BRUYERES LE CHATEL;91;FRANCE;48.5929;2.19178;48.5929, 2.19178;1,397234329
16984A;SACLAS BP;Bureau de poste;4 RUE JOLIOT CURIE;;;91690;SACLAS;91;FRANCE;48.3601;2.12485;48.3601, 2.12485;1,359861569
16986A;STE GENEVIEVE DES BOIS PRINCIPAL;Bureau de poste;143 ROUTE DE CORBEIL;;;91700;STE GENEVIEVE DES BOIS;91;FRANCE;48.638;2.33292;48.638, 2.33292;1,386267515
16936A;CHAMPCUEIL BP;Bureau de poste;3 ROUTE DE CHEVANNES;;;91750;CHAMPCUEIL;91;FRANCE;48.5174;2.44236;48.5174, 2.44236;1,381827469
16956A;ITTEVILLE BP;Bureau de poste;69 B RUE SAINT GERMAIN;;;91760;ITTEVILLE;91;FRANCE;48.51487;2.341386;48.51487, 2.341386;1,368363471
56888A;BRUNOY MONSIEUR BP;Bureau de poste;92 AVENUE DU GENERAL LECLERC;;;91800;BRUNOY;91;FRANCE;48.6888;2.4944;48.6888, 2.4944;1,360610238
16996A;SOISY SUR ECOLE AP;Agence postale commnunale;PLACE DE LA MAIRIE;;;91840;SOISY SUR ECOLE;91;FRANCE;48.4747;2.49679;48.4747, 2.49679;1,392736803
17001A;VIDELLES AP;Agence postale commnunale;20 RUE D EN BAS;;;91890;VIDELLES;91;FRANCE;48.4641;2.43367;48.4641, 2.43367;1,383671427
17148A;NANTERRE CITE BERTHELOT;Bureau de poste;4 ALLEE RENE DESCARTES;;;92000;NANTERRE;92;FRANCE;48.896;2.21224;48.896, 2.21224;1,353876202
17178A;NANTERRE CHEMIN DE L ILE BP;Bureau de poste;15 BOULEVARD DU GENERAL LECLERC;;;92000;NANTERRE;92;FRANCE;48.8975;2.19381;48.8975, 2.19381;1,357860714
17082A;BOULOGNE REINE BP;Bureau de poste;79 B ROUTE DE LA REINE;;;92100;BOULOGNE BILLANCOURT;92;FRANCE;48.8397;2.23963;48.8397, 2.23963;1,352593856
17106A;BOULOGNE BILLANCOURT SUD;Bureau de poste;243 B BOULEVARD JEAN JAURES;;;92100;BOULOGNE BILLANCOURT;92;FRANCE;48.8289;2.24623;48.8289, 2.24623;1,372814235
17176A;BOULOGNE BILLANCOURT H. DE VILLE;Bureau de poste;27 AVENUE ANDRE MORIZET;;;92100;BOULOGNE BILLANCOURT;92;FRANCE;48.8354;2.23989;48.8354, 2.23989;1,35070654
17074A;CLICHY HOTEL DE VILLE;Bureau de poste;81 BOULEVARD JEAN JAURES;;;92110;CLICHY;92;FRANCE;48.9022;2.30432;48.9022, 2.30432;1,363051152
17143A;MONTROUGE HAUT MESNIL BP;Bureau de poste;48 AVENUE DE LA MARNE;;;92120;MONTROUGE;92;FRANCE;48.8148;2.30551;48.8148, 2.30551;1,371537626
17168A;ANTONY LECLERC;Bureau de poste;179 AV DE LA DIVISION LECLERC;;;92160;ANTONY;92;FRANCE;48.7399;2.30252;48.7399, 2.30252;1,359970988
17161A;VANVES PLATEAU BP;Bureau de poste;38 RUE JEAN JAURES;;;92170;VANVES;92;FRANCE;48.825;2.29425;48.825, 2.29425;1,362482195
17137A;LEVALLOIS PERRET EIFFEL BP;Bureau de poste;22BIS RUE D ALSACE;;;92300;LEVALLOIS PERRET;92;FRANCE;48.8916;2.29575;48.8916, 2.29575;1,376996984
17153A;MEUDON LA FORET;Bureau de poste;1 RUE DE LA POSTE;;;92360;MEUDON LA FORET;92;FRANCE;48.7869;2.22895;48.7869, 2.22895;1,360184092
17149A;RUEIL 2000;Bureau de poste;31 RUE JACQUES DAGUERRE;;;92500;RUEIL MALMAISON;92;FRANCE;48.8884;2.16897;48.8884, 2.16897;1,365443519
17169A;RUEIL MALMAISON PLATEAU;Bureau de poste;PLACE DES MAITRES VIGNERONS;;;92500;RUEIL MALMAISON;92;FRANCE;48.8728;2.19259;48.8728, 2.19259;1,398093883
17104A;ASNIERES QUATRE ROUTES;Bureau de poste;83 RUE DES MOURINOUX;;;92600;ASNIERES SUR SEINE;92;FRANCE;48.9311;2.27538;48.9311, 2.27538;1,360987773
17142A;ASNIERES DENIS PAPIN BP;Bureau de poste;6 RUE DENIS PAPIN;;;92600;ASNIERES SUR SEINE;92;FRANCE;48.9064;2.28333;48.9064, 2.28333;1,35859545
17184A;BOBIGNY RECETTE PRINCIPALE;Bureau de poste;1 RUE PABLO PICASSO;;;93000;BOBIGNY;93;FRANCE;48.9076;2.44945;48.9076, 2.44945;1,382814861
17235A;MONTREUIL SUEUR;Bureau de poste;172 B BOULEVARD THEOPHILE SUEUR;;;93100;MONTREUIL;93;FRANCE;48.864;2.46681;48.864, 2.46681;1,376682436
17185A;BONDY PRINCIPAL;Bureau de poste;40 AVENUE HENRI BARBUSSE;;;93140;BONDY;93;FRANCE;48.901473;2.487395;48.901473, 2.487395;1,39092853
17183A;LE BLANC MESNIL PRINCIPAL;Bureau de poste;2 AV DE LA REPUBLIQUE;;;93150;LE BLANC MESNIL;93;FRANCE;48.938078;2.461104;48.938078, 2.461104;1,383617045
17182A;BAGNOLET PRINCIPAL;Bureau de poste;37 RUE ADELAIDE LAHAYE;;;93170;BAGNOLET;93;FRANCE;48.8671;2.41607;48.8671, 2.41607;1,390956703
17197A;LIVRY GARGAN PRINCIPAL;Bureau de poste;7 PLACE FRANCOIS MITTERRAND;;;93190;LIVRY GARGAN;93;FRANCE;48.9198;2.53722;48.9198, 2.53722;1,350158
17282A;SAINT DENIS REPUBLIQUE;Bureau de poste;59 RUE DE LA REPUBLIQUE;;;93200;ST DENIS;93;FRANCE;48.9364;2.35403;48.9364, 2.35403;1,382850654
17216A;STAINS PRINCIPAL;Bureau de poste;29 AVENUE LOUIS BORDES;;;93240;STAINS;93;FRANCE;48.9554;2.38465;48.9554, 2.38465;1,373041366
17222A;TREMBLAY EN FRANCE A AP;Agence postale commnunale;12 RUE DE LA MAIRIE;;;93290;TREMBLAY EN FRANCE;93;FRANCE;48.9799;2.55669;48.9799, 2.55669;1,374828467
17209A;LE PRE SAINT GERVAIS;Bureau de poste;58 RUE DANTON;;;93310;LE PRE ST GERVAIS;93;FRANCE;48.8845;2.40807;48.8845, 2.40807;1,352248541
17201A;NEUILLY SUR MARNE PRINCIPAL;Bureau de poste;4 BOULEVARD DE LA REPUBLIQUE;;;93330;NEUILLY SUR MARNE;93;FRANCE;48.8577;2.52793;48.8577, 2.52793;1,368406288
17258A;NEUILLY PLAISANCE AVRON BP;Bureau de poste;43 AVENUE DANIEL PERDRIGE;;;93360;NEUILLY PLAISANCE;93;FRANCE;48.8723;2.51295;48.8723, 2.51295;1,385942238
17241A;SAINT OUEN MICHELET;Bureau de poste;95 AVENUE MICHELET;;;93400;ST OUEN;93;FRANCE;48.9057;2.34435;48.9057, 2.34435;1,383600334
17191A;DUGNY BP;Bureau de poste;25 AVENUE LOUIS LARIVIERE;;;93440;DUGNY;93;FRANCE;48.954;2.4157;48.954, 2.4157;1,376422068
17195A;L ILE SAINT DENIS;Bureau de poste;4 RUE LENINE;;;93450;L ILE ST DENIS;93;FRANCE;48.9354;2.34067;48.9354, 2.34067;1,378569928
17194A;GOURNAY SUR MARNE;Bureau de poste;30 AVENUE DU MARECHAL JOFFRE;;;93460;GOURNAY SUR MARNE;93;FRANCE;48.8624;2.57793;48.8624, 2.57793;1,390823876
17181A;AULNAY SOUS BOIS PRINCIPAL;Bureau de poste;9 PLACE DE L EGLISE;;;93600;AULNAY SOUS BOIS;93;FRANCE;48.941653;2.498;48.941653, 2.498;1,394586674
17223A;AULNAY SOUS BOIS JEANNE D'ARC;Bureau de poste;24 BOULEVARD DU GENERAL GALLIENI;;;93600;AULNAY SOUS BOIS;93;FRANCE;48.9314;2.49735;48.9314, 2.49735;1,359789796
17286A;AULNAY SOUS BOIS PARINOR BP;Bureau de poste;CENTRE COMMERCIAL PARINOR;;;93600;AULNAY SOUS BOIS;93;FRANCE;48.9556;2.47627;48.9556, 2.47627;1,389269597
17284A;DRANCY 1 BP;Bureau de poste;2 RUE DES BOIS DE GROSLAY;CITE JULES AUFFRET;;93700;DRANCY;93;FRANCE;48.91901;2.462815;48.91901, 2.462815;1,367626406
17308A;FONTENAY SOUS BOIS PRINCIPAL;Bureau de poste;30 RUE GUERIN LEROUX;;;94120;FONTENAY SOUS BOIS;94;FRANCE;48.8493;2.47531;48.8493, 2.47531;1,359609405
17350A;FONTENAY SOUS BOIS RIGOLLOTS;Bureau de poste;2 RUE EUGENE MARTIN;;;94120;FONTENAY SOUS BOIS;94;FRANCE;48.8488;2.45792;48.8488, 2.45792;1,362553476
17321A;NOGENT SUR MARNE;Bureau de poste;12 BOULEVARD GALLIENI;;;94130;NOGENT SUR MARNE;94;FRANCE;48.8385;2.48695;48.8385, 2.48695;1,381541183
17388A;NOGENT LECLERC BP;Bureau de poste;6 GRANDE RUE CHARLES DE GAULLE;;;94130;NOGENT SUR MARNE;94;FRANCE;48.8353;2.47444;48.8353, 2.47444;1,367242797
55806A;NOGENT LE PORT AP;Agence postale commnunale;6 RUE HOCHE;;;94130;NOGENT SUR MARNE;94;FRANCE;48.8336;2.49084;48.8336, 2.49084;1,365405306
69808A;NOGENT SUR MARNE AP;Relais poste commerçant;126 BOULEVARD DE STRASBOURG;LIBRAIRIE LE FORT;;94130;NOGENT SUR MARNE;94;FRANCE;48.8425;2.48473;48.8425, 2.48473;1,379728172
17293A;ALFORTVILLE PRINCIPAL;Bureau de poste;PLACE SALVADOR ALLENDE;;;94140;ALFORTVILLE;94;FRANCE;48.8049;2.41531;48.8049, 2.41531;1,367713527
